id;question;answers.a;answers.b;answers.c;answers.d;answers.e;correct_answers;nbr_correct_answers
c1825197c069245712239da203d82f042b1c7f4bf96ebefae0d6e2c6b579c786;Parmi les propositions suivantes, laquelle (lesquelles) est (sont) exacte(s) ? Concernant Schistosoma mansoni :;Ce némathelminthe est un parasite des plexus veineux viscéraux.;Son hôte intermédiaire est un mollusque gastéropode : la planorbe.;Son œuf est oval, non embryonné et présente un éperon latéral.;La contamination s'effectue par voie digestive.;Le traitement consiste en une prise unique de praziquantel (BILTRICIDE).;b|e;2
1aed28ec8f60bc961671c552fddef7427e742517832645817a4eb223238a7590;Parmi les propositions suivantes, laquelle (lesquelles) est (sont) exacte(s) ? Concernant la maladie de Willebrand :;Le wVF est synthétisé par les plaquettes et stocké dans les cellules endothéliales.;La maladie de Willebrand est une pathologie très homogène sur le plan clinique, phénotypique et génotypique.;L'allongement du TCA est variable, et est fonction du déficit en facteur VIII engendré.;Le test du mélange correcteur est normal dans cette pathologie.;La desmopressine est une molécule utilisable uniquement pour le traitement du type 2B.;c|d;2
dde4b3e19cd61991a44121b658f4a670e5b29d822ec2cf3386269600a6757d28;Quelle est la durée nécessaire pour que l'activité d'une source de fluor 18 dont la période est de 110 minutes soit égale à 1/500ème de l'activité initiale ?;731 min;986 min;1096 min;1352 min;7310 min;b;1
79f9800dd156077e9bdb33cb3b4c9c8157a6213a44ae5f9a4f286d1935ddc452;Parmi les propositions suivantes, indiquer le principal agent responsable de la sécrétion acide gastrique lors de la phase céphalique de la digestion :;L'histamine;La gastrine;La sécrétine;La somatostatine;L'acétylcholine;e;1
11e905bd3d4815d269a995d8d005c795fe9b8ff578a53ab209990a4d5bd2cf05;Quelle est la valeur du débit de filtration glomérulaire (DFG) exprimée en mL/min/ 1,73 m2 qui définit une insuffisance rénale chronique modérée ?;Supérieure à 89;60 - 89;30 - 59;15 - 29;Inférieure à 15;c;1
58213f6ee879b990da3e46997150fd5f4afc12d389da92effe8784480038e1b1;Dans quelle méthode utilise-t-on des cuves de mesure en verre ?;Fluorimétrie;Spectrophotométrie dans le visible;Photométrie de flamme;Absorption atomique;Polarimétrie;b;1
26491244f02622a9ff4d271425b309266fe652cb1cdb10f9e0c36ae13c2b60a1;Parmi les propositions suivantes concernant l'aspirine, une seule est vraie. Laquelle ?;Elle se trouve dans l'estomac essentiellement sous forme ionisée;A dose massive, son élimination hépatique devient prépondérante;En cas de surdosage, on observe une augmentation de la production d'ATP;En cas de surdosage, elle provoque une hyperthermie;Elle n'est pas adsorbée par le charbon activé;d;1
2f865dd51631965f945a043230b4133c82d1e5a81e3a4d3d62e18351a968c1e1;Parmi les propositions suivantes concernant Treponema pallidum, quelle(s) est(sont) la(les) réponses(s) exacte(s) ?;Il peut être responsable de l'apparition d'un chancre au point d'inoculation;C'est une bactérie immobile;C'est une bactérie spiralée;Il peut produire une pénicillinase;Il peut être responsable d'infections congénitales;a|c|e;3
df53106d0e75f434d0e888d3ccd3b629081f9c3b00b7d7adb0916daa76dcf7dc;Parmi les produits suivants, indiquer celui(ceux) qui peut(peuvent) provoquer une méthémoglobinémie :;Aniline;Nitrite de sodium;Bleu de méthylène à forte dose;Plomb;Nitroglycérine;a|b|c|e;4
87116ef9a6eb8d119754c3c4ac66dd817ee954038cb5e270932fcfc71bcf750c;Parmi les réponses suivantes concernant l’infarctus du myocarde, quelles sont celles qui sont exactes ?;Le recours aux examens biologiques est systématique;Une intervention précoce est recommandée;On peut utiliser de la morphine pour calmer la douleur;En cas de troubles ventriculaires, on peut utiliser la xylocaine;Aucune de ces réponses n'est exacte;b|c|d;3
97747e6ac4d34ad3257b4cd667ca80f717ec295e02acf167e1c160af76bdfbdb;Parmi les réponses suivantes concernant le virus de l’hépatite C, quelles sont celles qui sont inexactes ?;appartient au groupe des Flaviviridae;est un virus à ADN;a d’abord été détecté par des techniques de mise en évidence de son génome;peut être détecté dans les cellules mononuclées du sang périphérique;Aucune de ces réponses n'est exacte;a|b|c;3
777510e016559368a31e885300e70d988480c0e4dd3a7b023e1f9b80971f898e;Parmi les réponses suivantes concernant la polyarthrite rhumatoide, quelles sont celles qui sont exactes ?;C’est une maladie inflammatoire;C’est l’un des symptômes le plus caractéristique est une raideur articulaire;Elle touche plus les hommes que les femmes;Elle a un caractère sévère et évolutif;Aucune de ces réponses n'est exacte;a|b|d;3
bcda6e5ba3d97f6d2fb2f17f1f8410acb0de887d11da6d2a1e03d6cd6ae935ae;Parmi les réponses suivantes concernant la polyarthrite rhumatoide, quelles sont celles qui sont exactes ?;C’est une maladie a prédisposition génétique;C’est une maladie auto immune;La guérison est rare mais possible;Elle possède des manifestations extravasculaires;Aucune de ces réponses n'est exacte;b|d;2
102fbff797784f82c4fdc3db0f3c602f1cebb27f116feb5fcf9ccbba72138809;Lors d’une carence en fer,;La capacité totale de fixation augmente;Le taux de transferrine augmente;Le coefficient de saturation augmente;La ferritine augmente;Le taux de fer augmente;a|b;2
164ec1eec047a89698d8508bd57e611988a89179a4836ad7ac35d92fc90f19cb;La toxoplasmose est une maladie;Due à un protozoaire rhizopode;Cosmopolite;Donnant un syndrome mononucléosique;Contagieuse;Ne sévissant qu’en pays tempéré;b|c;2
bf344644ca31c85e14ee0cac3e960cab8c7edbf4796114807a5f418df9b38817;Concernant les macrolides,;Ils sont inactifs sur les bactéries intracellulaires;La clarithromycine en fait partie;Ils se fixent sur la sous unité 50S du ribosome;Ils sont exposés à une résistance naturelle de certaines bactéries;La résistance par modification de cible est la plus fréquente;b|c|d|e;4
9165c9271fbc536347cd0d423f8cd163054cbe55fdbbb45f9c5544d93bf5bbad;Concernant les leucémies aigues,;Ce sont des maladies rares;La trisomie 21 est un facteur prédisposant à l’apparition de ces maladies;Le syndrome tumoral peut entraîner des douleurs osseuses parfois violentes;L’atteinte testiculaire est une localisation fréquente de rechute des LAM;Le myélogramme est l’examen clé du diagnostic ￼￼;a|b|c|e;4
7a0934c61dca970b9d011d693372c7197d44b209578110473a22a1ae00423ccd;En dehors de toute contre-indication, parmi les neuroleptiques suivants, lequel sera préférentiellement utilisé chez le patient Parkinsonien ?;Rispéridone;Clozapine;Halopéridol;Cyamémazine;Olanzapine;b;1
2c373e2eda8fe6d7caab3e062ed3d2c81bf0a11bb483e3c11161e11accaf440c;Parmi les médicaments suivants quels sont ceux qui sont bradycardisants ?;Les bétas bloquants;L’amiodarone;La clonidine;L’ARICEPT;Aucune de ces réponses n'est exacte;a|b|c|d;4
5eab8a3d396bab79c05adc8b87a20eadfef93b8eca34390c648d79967bf8e4fc;Parmi les médicaments suivants, quels sont ceux qui ont une marge thérapeutique étroite ?;La ciclosporine;La vancomycine;La digoxine;Le lithium;Aucune de ces réponses n'est exacte;a|b|c|d;4
118d362e213711d19e2043e4f36bc1e32202f1edcb18eea469be426138e99c48;Parmi les médicaments suivants, quels sont ceux qui sont fortement liés aux protéines plasmatiques ?;La dépakine;L’amarel;Le DAONIL;L’aspirine;Aucune de ces réponses n'est exacte;a|b|c|d;4
aa9d09e2aac2e974ce429d856c1265ac34666a22b40acaf0d9504e13ce39d288;Quelle est la durée de vie moyenne d’un globule rouge ?;Une semaine;Deux semaines;Un mois;Quatre mois;Six mois;d;1
e4d8220072fa45a4da75293d510fce9ba79a36396fbe1fdc695c078be57bfb7b;"Le traitement suivant est prescrit chez un patient pour lequel une thrombolyse par ténectéplase (Métalyse ®) a été réalisée: Aspégic IV 250 mg ; Propranolol (Avlocardyl ®) PO 20 mg 3 fois par jour relayé par Sectral 200 mg. Pour quelle raison le propranolol est relayé par l'acébutolol?";Bradycardie;Insomnies, cauchemars;Syndrome de Raynaud;Hypotension;Nausées;a;1
44b4b09ed0ef15caed4cf20f04ae05529e8e24da430079d7570bf7134f86518f;Quelle infection n'est pas une maladie à déclaration obligatoire;Infection par le virus Ebola;Primo-infection VIH;Méningite à pneumocoque;Paludisme en retour de Guyane;Tuberculose miliaire;c;1
3fc4dca366b8988320b8abb60f8969549cb0916797086d965b819e1ecbabcd9f;Parmi ces auto-anticorps, lequel est le plus spécifique du lupus ?;Anti-ADN natif;Anti-SSA;Anti-Smith;Anti-Histones;Anti-Nucléosomes;c;1
c71e0156c9045bc68a8b76df3048beb6b4ca2e85e29e820c62a6ee3d07948125;Quels antibiotiques sont strictement contre-indiqués chez la femme enceinte?;Amoxicilline;Teicoplanine;Cefpodoxime;Ofloxacine;Ticarcilline;b|d;2
486a0ef729a98cbc1bc50b4749113287514f92af14578f403f74f192ae0a0825;Parmi les propositions suivantes, laquelle (lesquelles) est (sont) exacte(s) ? Concernant la LAM 3 :;Sur le frottis sanguin, on peut observer des blastes granuleux avec des bâtonnets d'Auer.;L'analyse du frottis sanguin est suffisante pour établir le diagnostic.;Elle est caractérisée par une translocation particulière : t(15,17), aboutissant au réarrangement BCR-ABL.;La réaction des myéloperoxydases est positive.;On peut observer des manifestations hémorragiques dans cette pathologie.;a|d|e;3
feae9dfe4c8465585f91e2563cd29349858fba45480e006b58056d681a161dce;Parmi les propositions suivantes, laquelle (lesquelles) est (sont) exacte(s) ? Mr M est attient d'une maladie autosomique récessive.;Le gène impliqué dans la maladie peut être porté par un chromosome sexuel.;Mr M porte deux allèles identiques.;Les deux parents de Mr M sont obligatoirement atteints de la même maladie.;Tous les enfants de Mr M seront conducteurs pour la maladie.;Seules les filles de Mr M seront conductrices pour la maladie.;b|d;2
41dbfc962f518d57c1d0f3f2100f3d59244c6a02e10a6f185ccdbc2b5f93b08b;Parmi les propositions suivantes concernant la stérilisation, laquelle (lesquelles) est (sont) fausse(s) ?;La pré-désinfection est une étape obligatoire.;Le lavage peut-être manuel et/ou mécanique;Le test de Bowie Dick permet de vérifier la bonne pénétration de la vapeur dans d'un autoclave.;Avec un autoclave le cycle efficace contre les ATNC dure 18 minutes à 134°C;La stérilisation par le peroxyde d'hydrogène est compatible avec les emballages en cellulose.;a|e;2
43ed1913567e0f3c791237340c1fede977c5dbdedd54b9ee6836a5aaebe703c6;Parmi les propositions suivantes concernant la cinétique, laquelle (lesquelles) est (sont) fausse(s) ?;Le mécanisme de libération du principe actif peut être mécanique, physique, chimique ou enzymatique.;L'âge du patient peut influencer la cinétique de certains principes actifs.;Chez l'insuffisant rénal, il est nécessaire d'adapter la posologie de tous les médicaments à la clairance de la créatinine.;La forme liée d'un principe actif est une forme inactive.;La proportion de forme liée d'un principe actif ne varie jamais en cas dénutrition.;c|e;2
869390faf87c99d9e96bb2adf2655bd1deb7e310300514625b153df0cb7d64db;Parmi les propositions suivantes, laquelle (lesquelles) est (sont) exacte(s) ? Concernant le test de chlamydosporulation :;Ce test est réalisé à partir d'une culture.;La température d'incubation doit être comprise entre 28 et 30°C.;Candida albicans produit des chlamydospores, du pseudomycellium et des levures;Candida glabrata ne produit que des levures;Ce test est réalisé dans un milieu riche.;a|b|c|d;4
91a910b993126429ad01973b13925f4e7d717e9837975af6a05cc535a1daeb90;Parmi les propositions suivantes, indiquer celle qui est exacte. Le test d'Ames permet d'évaluer, un effet :;Irritant;Corrosif;Sensibilisant;Tératogène;Mutagène;e;1
8a568ff2a24d18e34572535707da6a8aaa5902ef58018c67474e514c792306c7;Quelle est l'indication du caryotype foetal pour laquelle on retrouve le plus souvent chez le foetus une anomalie chromosomique déséquilibrée ?;Age maternel supérieur ou égal à 38 ans à la date du prélèvement;Antécédent pour le couple d'une trisomie 21 libre et homogène;Signes d'appel échographiques avec clarté nucale augmentée;Signes d'appel biologiques (grossesse à risque supérieur ou égal à 1/250 après mesure des marqueurs sériques maternels);Anomalies chromosomiques parentales;c;1
fe1fa6336428d33d0431aceb833ae33a27d41b5e3e51793de82115eb0bed077a;Parmi les propositions suivantes concernant le glucose, une seule est fausse. Laquelle ?;Il est filtré par le glomérule rénal;Il est en concentration identique dans le plasma et l'ultrafiltrat glomérulaire;Il est réabsorbé par le tubule rénal proximal;Il augmente dans le sang lors d'une insuffisance rénale;"Il est considéré comme une substance ""à seuil""";d;1
4ad012950432fc664a0c66a8e528502659053287d6ae844a82f92b1e09b0bb06;Parmi les actions de lutte contre l'alcoolisme, une seule n'appartient pas aux actions de prévention primaire. Laquelle ?;Campagne publicitaire de prévention;Interdiction de publicité dirigée vers les jeunes;Dépistage de l'alcoolisme par la médecine du travail;Instauration d'un taux de l'alcoolémie maximal autorisé pour les conducteurs automobiles;Législation sur les débits de boissons et répression de l'ivresse publique;c;1
cbe114242b177d33f783f5c824fab521e0f3c988220f6a7df10d22aa90d8d2b7;Parmi les inhibiteurs de l'HMG-CoA réductase suivants, une seule molécule possède un élément structural permettant de la considérer comme une prodrogue. Laquelle ?;Atorvastatine;Fluvastatine;Pravastatine;Rosuvastatine;Simvastatine;e;1
1deb1ce44d3558e973ee00402adb3716f6d626f7fa3894c73887b057dcdf4e77;Parmi les propositions suivantes concernant les méningites bactériennes à pneumocoque, seules certaines sont exactes. Lesquelles ?;Elles surviennent uniquement chez le sujet âgé;Elles s'accompagnent habituellement d'une réaction cellulaire avec prédominance de polynucléaires au niveau du liquide céphalorachidien;Elles s'accompagnent d'une élévation de la glycorachie;L'isolement de la bactérie en cause nécessite l'utilisation d'un milieu de culture enrichi;Leur traitement repose sur l'utilisation de céphalosporines de troisième génération;b|d|e;3
e9118afb434fc8c7d10f1af12e069536717049d044c600f1a02012e1b352cb7c;Parmi les propositions suivantes concernant le sulfaméthoxazole, indiquer celle(s) qui est(sont) exacte(s).;Il fait partie des phénicolés;Il n'est pas résorbé par voie digestive;Il est efficace dans les infections à Pneumocystis jirovecii en association avec le triméthoprime;Il nécessite des précautions d'emploi en association avec la warfarine (COUMADINE®);Il peut entraîner des réactions cutanées bulleuses;c|d|e;3
3bbef432e9750aaad07d1d295176f0d7f243d12239773967a0006705c614ca16;Parmi les propositions suivantes concernant le lupus, lesquelles sont fausses ?;Cette pathologie touche préférentiellement les femmes jeunes;On peut voir des signes d’érosion osseuse à la radio des mains;La technique de référence pour le dosage des AAN (Anticorps anti-nucléaires) est l’ELISA;La contraception et l’exposition solaire sont des facteurs déclenchants;Le traitement de fond repose sur l’hydroxychloroquine;b|c;2
5f5552e70665fe6e7ec67c2a133c1a91e91d8a5963eafd85eb2ac02ba4632f4c;Concernant la chimioprophylaxie anti-paludéenne, parmi les propositions suivantes, laquelle ou lesquelles est / sont vraie(s) ?;La Malarone® (Atovaquone + Proguanil) est photosensibilisante;Le Lariam® (Méfloquine) peut être prescrit chez l’enfant et chez la femme enceinte;La Savarine® (Chloroquine + Proguanil) peut-être utilisée en zone 3;La doxycyline peut s’arrêter 2 semaines après le retour du voyage;Le Lariam® (Méfloquine) a pour avantage principal de ne se prendre qu’un jour sur deux;b;1
2517cb5d134f834bde09ab1968501eacdeaf46caab50924ca96ade506e9af76b;Parmi les propositions suivantes concernant les immunosuppresseurs, lesquelles sont vraies ?;La ciclosporine est une anti-calcineurine;L’everolimus et le tacrolimus sont des inhibiteurs de la mToR;La ciclosporine est néphrotoxique;Le mycophénolate mofétil agit par inhibition du CD3;Les anticalcineurines agissent sur les lymphocytes B;a|c;2
a3381f1ab0c98bac1c3f0bbb6676c2c7c362cb3e8d4ca93fabd8b8688853360d;Concernant la chromatographie, lesquelles de ces propositions sont vraies ?;Plus la HEPT est grande, plus la colonne est efficace;Le nombre de plateaux s’élève quand l’efficacité diminue;On considère que 2 pics ne se recouvrent pas si le facteur de résolution est supérieur ou égal à 1,5;La formule de Van Deemter permet d’obtenir la vitesse optimale de la phase mobile pour avoir la meilleure efficacité possible;Si le diamètre des particules de la colonne est divisé par 10, la perte de charge est aussi diminuée d’un facteur 10;c|d;2
a1dd9e11bc50c07fba583aabea0e2df7b56fbadad5b50875239f3393b395bccb;Le coefficient α en biostatistiques. Quelle(s) est(sont) la(les) proposition(s) exacte(s) ?;Représente la probabilité qu’on tolère de se tromper dans le sens le plus grave c'est-à-dire rejeter à tort H0;Représente la probabilité de ne pas rejeter H0 à tort;Symbolise le risque de première espèce;Symbolise le risque de seconde espèce;α = 1-(puissance du test);a|c;2
d28d86804bdf8256cb3695defc2a19747904d09e53aefd0ba6e9f400d4153a71;En cas de suspicion de myélome, devant une hypogammaglobulinémie sans immunoglobuline monoclonale sérique décelable on doit évoquer :;Myélome IgG;Myélome IgD;Myélome à chaînes légères;Myélome non excrétant;Autre diagnostic;c|d|e;3
e30bb9c3aa57a41a000249c5e2010a028e40891ffb243f14530f0e406b0870d6;Concernant l’intoxication au Plomb;On note des hématies à granulations basophiles;L’absorption est majoritairement digestive;Le liseré de Bruton sur les gencives en est caractéristique;Elle est due à la liaison irréversible du Pb sur les fonctions thiols des enzymes de la synthèse de l’hémoglobine;Le diagnostic biologique repose uniquement sur le dosage du Pb dans le sang et les urines;a;1
ef90f9fc1b2901ceecc68c9aec52d2e612d88ad282c556db29ab6c516bc50074;Quelles sont les réponses exactes?;Lors d'une déshydratation extracellulaire, on observe une hémoconcentration;Lors d'une déshydratation intracellulaire, on observe une hypernatrémie;Une hyperhydratation intracellulaire peut provoquer des nausées et vomissements;Une déshydratation extracellulaire peut entraîner une insuffisance rénale aigue;Les hyperhydratations entraînent des hyponatrémies;a|b|c|d;4
9fbd2ee8ea4d7877adb6eac43020498cb0b373685aa6f2dbdebfb8a39452f1a4;Quels sont les vaccins obligatoires en France?;Rougeole-Oreillons-Rubéole;Papillomavirus humain;Diphtérie-Tétanos-Poliomyélite;Coqueluche;Vaccin bilié de Calmette et Guérin;c;1
7a112754cb6f84f69bc5a4db4e5cfc4a0247249b9e9281591db904c0951f9dc0;Quelles substances peuvent être analysées directement par spectrofluorimétrie moléculaire ?;Quinine;Riboflavine;Catécholamines;Quinolones;Vitamines B1;b|d;2
70208e20d55a2a8a2b1cc4779a8a5c1929ac28b2cd3b682549adcb6fbaaf87b4;Cochez les réponses inexactes. L'éradication d'Helicobacter pylori :;Nécessite une monothérapie de 10 jours.;Est débutée si un dépistage positif du germe est effectué par exploration endoscopique ou test respiratoire à l'urée;Nécessite une thérapie séquentielle de 10 jours;Permet de guérir tous les ulcères gastro-duodénaux;Est impossible;a|d|e;3
5561076f162c17208092f0bb8b0b07c043a7cc8e0fe31f029957d33ce0efdf55;Parmi les propositions concernant les radioéléments, lesquelles sont exactes ?;Les rayonnements alpha ont un faible pouvoir ionisant;L'activité d'une source radioactive peut s'exprimer en Curie;Les rayons X et gamma sont faiblement pénétrant;Les radioéléments n'ont pas d'effet mutagène;Les rayonnements β- correspondent à des électrons;b|e;2
fe4ffc8af3266906626209a84cd183057225c733311665101ce55e1643352342;Un inhibiteur incompétitif ou anti-compétitif;Se lie sur le complexe ES déjà formé (ne se fixe pas sur l'enzyme seule);Augmente l'affinité apparente du substrat pour l'enzyme;Diminue Vmax;Voit diminuer son degré d'inhibition quand la concentration en substrat augmente;Se lie au complexe ES de façon covalente;b|e;2
3fdd3564b8d5f74936dcea6296794f141914135db2d0de09c95607fc41299e6b;Parmi ces anticancéreux, lesquels sont administrables per os :;Paclitaxel;Mitoxantrone;Imatinib;Hydroxycarbamide;Trastuzumab;c|d;2
0cb51d2ff50c3fbd1b4867cdd537374856b5c3c75c754876b5e1cccd8e8afc41;Parmi ces propositions concernant les antalgiques, lesquelles sont inexactes ?;L'oxycodone est administrable uniquement per os;Les AINS sont des antalgiques de palier 1;Il existe des spécialités associant Codéine et Tramadol;Les opiacés peuvent entraîner une mydriase;Le tramadol n'entraîne pas de constipation;a|c|d|e;4
03520341cfbb34032745b0b48ff9d8391cf3c79e8edf42457d94de90d5535b57;Parmi ces propositions concernant les anti-herpétiques, quelles sont les réponses exactes :;La posologie d'aciclovir doit être réduite en cas de clairance à la créatinine inférieure à 50mL/min;La biodisponibilité per os du valaciclovir est 3,3 à 5,5 fois plus élevée que celle de l'aciclovir per os;Le ritonavir est utilisé en première intention dans le traitement de l'herpès cutanéo- muqueux;L'aciclovir est disponible sous forme injectable;L'aciclovir est uniquement actif sur HSV-1;a|b|d;3
cb25c91a975bf9464dcc0b00b3b04202b05b5cb73a64e2c7630feba908aa67ac;Parmi les propositions suivantes, laquelle(lesquelles) est(sont) exacte(s) ? Le glibenclamide (DAONIL®) entraîne :;Un ralentissement de la résorption intestinale du glucose;Un effet antabuse;Une augmentation de l'insulinosécrétion;Une augmentation de l'effet hypoglycémiant lors de l'association avec le miconazole (DAKTARIN®);Une inhibition de la néoglucogénèse hépatique;b|c|d|e;4
74396df7b6770cb96edddbb87c01f9b91187166777fabd37d9055da8343fd4b2;Parmi les propositions suivantes, donner celle(s) qui est(sont) vraie(s) ?;"Le test de ""corrélation linéaire"" et le test ""de la pente"" conduisent à la même conclusion";Les tests de corrélation réalisés en considérant y = f(x) et x = f(y) conduisent à la même conclusion;Lorsque le nombre de degrés de liberté est égal à 1, pour une même valeur du risque alpha, la valeur de la variable normale centrée réduite z alpha est égale à khi2;La variance d'une différence est égale à la différence des variances;Un coefficient de corrélation est un coefficient sans unité;a|b|e;3
72739e34a3d140226040f467164f73d8b6eb7adf34a28a60dfc94d1d79dc79be;Parmi les antihypertenseurs suivants, quel(s) est(sont) celui(ceux) dont l'utilisation est recommandée en première intention ?;Diurétiques;Bêta-bloquants;Inhibiteurs de l'enzyme de conversion;Inhibiteurs calciques;Antihypertenseurs centraux;a|b|c|d;4
ec45dc89bec943bc763c3eb9088384330682d11024e26a4aff4639adfd69f6bc;Parmi les propositions suivantes, laquelle ne s'applique pas à l'azathioprine (IMUREL®) ?;Elle est toujours utilisée associée à d'autres immunosuppresseurs dans la prévention du rejet de greffe;Elle bloque la synthèse des bases puriques;Elle présente une action prédominante sur la lignée monocytaire-macrophagique;C'est un dérivé de la 6-mercaptopurine;Elle est utilisée dans la prophylaxie du rejet aigu en transplantation;c;1
621928da48e656e1b84ea98be2a062832e594de34eb14065a572109e7d8e15d6;Parmi les propositions suivantes concernant le trichloréthylène, une seule est juste. Laquelle ?;Il est très peu soluble dans les lipides de l'organisme;Il est inflammable;L'intoxication aiguë provoque une hyperexcitabilité myocardique;Il est métabolisé dans l'organisme en acide thiodiglycolique;Il n'est pas irritant pour la peau et les muqueuses;c;1
36f62ec24a54cbfe65e40bc829dd8f12e93e59bc66b13cea721003a8647f298a;Parmi les propositions suivantes concernant l'orosumucoïde plasmatique, une seule est fausse. Indiquer laquelle.;C'est une glycoprotéine;Elle migre à l'électrophorèse sur agarose au niveau des alpha 1 globulines;Elle augmente dans les syndromes inflammatoires;Elle diminue dans les syndromes néphrotiques;Elle diminue lors d'une hémolyse intravasculaire;e;1
2b1d43a3a0760191babbfa3d19eda9f5b5258dc0708fe2f92f74b7a56d904c19;Parmi ces médicaments, quel(s) est(sont) celui(ceux) qui passe(nt) de façon importante la barrière hémato-encéphalique ?;Dompéridone (MOTILIUM®);L-Dopa;Bromocriptine (PARLODEL®);Bensérazide;Carbidopa;b|c;2
df2dd63b41543da0d9bd535d276f8342750bf0e6f32617d31b869ab0e562b5cf;Parmi les propositions suivantes concernant les conditions de validité de la loi de Beer-Lambert, quelles sont celles qui sont exactes ?;La solution soumise à mesure doit être limpide;La concentration en soluté, à mesurer, doit être inférieure à la micromolarité;La loi de Beer-Lambert est inapplicable lorsque le milieu présente un effet de matrice stricto sensu;La loi de Beer-Lambert nécessite l'utilisation de monochromateur de bandes passantes supérieures à 50 nm;La loi de Beer-Lambert est additive;a|e;2
10a9f345d045ac18d5f37e8c1c9ebdf12d0139628c6173b116b194d593d43968;Parmi les pathologies citées, quelle(s) est(sont) celle(s) qui est(sont) à l'origine d'une acidose métabolique sans augmentation du trou anionique plasmatique ?;Acidocétose diabétique;Diarrhées;Insuffisance rénale chronique;Hypo-aldostéronisme;Acidoses tubulaires rénales;b|d|e;3
cf4a6b11f3ce1cc643570db6c9c904daa1da3152106a94ce83595960dc93a918;Cochez les réponses exactes. Dans une étude de cohorte...;Il y a autant d’individus malades que d’individus sains;Il est possible d’estimer l’incidence d’une maladie;On peut estimer le risque relatif entre un facteur de risque et une maladie;On peut estimer l’odds-ratio entre un facteur de risque et une maladie;On peut calculer une valeur prédictive positive;b|c;2
6ffbe88b0209195f6de3aeac17a06db5a0075aeebc908e74d7daafb5ed5d9baa;Quelle(s) est(sont) la(les) proposition(s) exacte(s) ?;La sensibilité est la probabilité d’obtenir un test positif chez un individu malade;La sensibilité est la probabilité que l’individu soit malade si le test est positif;La spécificité est la probabilité que l’individu soit non malade si le test est positif;La spécificité est la probabilité d’obtenir un test négatif chez un sujet sain;Aucune de ces réponses n’est exacte;a|d;2
b8e985f2e0692373921754d89d744c330f2b8d66a79a71d9e4e0f97aac3218c5;Parmi les propositions suivantes, dans quel(s) cas peut-on retrouver une acidose métabolique à trou anionique augmenté ?;Coma acidocétosique secondaire à une décompensation chez un diabétique de type 1;Intoxication aux salicylés;Intoxication à l'éthylène glycol;Intoxication au monoxyde de carbone;Surdosage en metformine;a|b|c|d|e;5
4f38ca17affb24034b1c9303b05df2d194b9a594bd16c6460f36c83a77e0ac14;L'hémoglobine possède une ou plusieurs propriétés parmi les suivantes, laquelle (lesquelles) est (sont) exacte(s) ?;Chaque molécule d'hémoglobine fixe deux molécules d'oxygène et constitue l'oxyhémoglobine.;L'hémoglobine peut transporter le CO2 et les ions H+.;La saturation en oxygène en fonction de la pression partielle d'oxygène se fait selon une courbe sigmoïde.;L'hémoglobine a une affinité pour le CO plus faible que pour l'O2.;L'équilibre de la réaction Hb + O2 ↔ Hb O2 est régulé par la pO2.;b|c|e;3
5206a129a572180a9b9e9e64c4c557f956034e331032ef7ce966d6631044e87a;Parmi les propositions suivantes concernant le métabolisme phosphocalcique, laquelle (lesquelles) est (sont) inexacte(s) ?;Seul le calcium sous forme ionisée est actif.;La parathormone est une hormone hypercalcémiante et hyperphosphorémiante;La parathormone permet de stimuler la réabsorption rénale de calcium ainsi que l'absorption intestinale de calcium en cas d'hypocalcémie;La vitamine D3 nécessite 2 hydroxylations pour être active;La synthèse de calcitriol est régulée par la parathormone;b|c;2
24594f12a21121676e3018d8f8e7c530c534ba7ede59d48c2d6c3801d231abbe;Parmi les virus suivants, lequel (lesquels) est (sont) enveloppé(s) ?;Virus de l'hépatite A;Virus de l'hépatite B;Virus de l'hépatite C;Papillomavirus;Virus de la rubéole;b|c|e;3
aa8f961d344d90005310e7d7eb6ea1f7072549824842e0e96485847173e9f2a7;Quelles sont les propositions correctes ?;L'équation de Michaelis Menten correspond graphiquement à une sigmoïde;Aucune de ces réponses n'est exacte;La pente de la droite de Lineweaver Burk est 1/Vmax et l'ordonnée à l'origine KM/Vmax.;La représentation d'Eadie-Hoftsee est une droite dont l'ordonnée à l'origine est égale à KM/Vmax;La méthode d'Eisenthal-Bowden nécessite la mesure expérimentale des vitesses initiales à différentes concentrations en substrat.;a|d;2
743c374105cff7aa4a59bb49f4565341175beee9d0438edbf7e5077f7c6129c4;Parmi ces propositions, lesquelles sont exactes ?;Lors d'une intoxication par le monoxyde de carbone, l'absorption se fait par voie pulmonaire;Le 4-méthyl-pyrazole est l'antidote de choix lors d'une intoxication par méthanol;Les intoxications au plomb sont majoritairement des intoxications aigues;L'élimination du monoxyde de carbone est principalement par voie urinaire sous forme inchangée;L'éthanol est majoritairement métabolisé par des voies non oxydatives;a|b;2
1ba545041ec51c3df7a6bcb8820bad75fc0eb92d59bbae0985eaec228459f985;Parmi les propositions suivantes, lesquelles sont exactes ? Un dispositif médical;Doit faire l'objet d'une AMM;Peut avoir une finalité diagnostique;Peut avoir une finalité esthétique;Ne peut faire l'objet d'une injection parentérale;Peut avoir une action principale exercée par métabolisme;b|c;2
